Year,GrandPrix,Driver,Team,GridPosition,is_winner,is_top3,points,LapTime,Sector1Time,Sector2Time,Sector3Time,TyreLife,speed,rpm,driver_form,team_performance,track_history
2023,Belgium,PIA,McLaren,8.0,0,0,97.0,84.9864,28.94,31.487,23.701,1.0,323.0,6659.681871345029,97.0,782.0,0.0
2023,Belgium,RIC,AlphaTauri,,0,0,6.0,114.63595348837208,31.555,49.417,30.022,22.0,327.0,6659.681871345029,115.0,191.0,115.0
2023,Belgium,RUS,Mercedes,3.0,0,0,175.0,113.78469767441861,31.572,48.639,29.894,22.0,326.0,6543.401169590643,69.0,1256.5,16.0
2023,Belgium,SAI,Ferrari,4.0,0,0,200.0,117.08836363636364,31.999,50.217,30.167,16.0,331.0,6673.738731443995,176.33333333333334,935.5,164.5
2023,Belgium,SAR,Williams,,0,0,1.0,114.71055813953488,31.404,48.766,29.566,16.0,332.0,6489.787518219949,1.0,78.0,0.0
2023,Belgium,STR,Aston Martin,,0,0,74.0,114.17893023255814,32.076,48.728,30.014,24.0,334.0,6568.007496207275,47.333333333333336,563.0,34.0
2023,Belgium,TSU,AlphaTauri,,0,0,17.0,114.212,31.735,49.438,29.757,20.0,331.0,6613.327780587203,27.0,165.0,32.0
2023,Belgium,VER,Red Bull Racing,1.0,1,1,575.0,112.437,31.588,47.017,29.551,16.0,321.0,6493.6419371151505,455.3333333333333,1730.5,395.5
2023,Belgium,ZHO,Alfa Romeo,,0,0,6.0,114.51093023255815,31.56,48.488,29.771,19.0,332.0,6476.313442603444,6.0,26.0,0.0
2023,Hungary,ALB,Williams,6.0,0,0,27.0,85.60541176470588,30.117,30.04,23.489,38.0,330.0,6505.487164232382,27.0,72.0,0.0
2023,Hungary,ALO,Aston Martin,,0,0,206.0,85.09814492753623,29.864,29.323,23.291,27.0,323.0,6446.084600053544,164.33333333333334,603.0,81.0
2023,Hungary,BOT,Alfa Romeo,,0,0,10.0,85.63933823529412,29.823,29.974,23.454,36.0,324.0,6617.0999850052485,82.0,32.0,226.0
2023,Hungary,GAS,Alpine,,0,0,62.0,84.9864,28.94,41.231,36.698,1.0,318.0,5834.675194098224,78.0,314.0,110.0
2023,Hungary,HAM,Mercedes,9.0,0,1,234.0,84.59752173913044,29.652,28.962,22.799,33.0,325.0,6396.14865796971,285.1666666666667,1205.5,387.5
2023,Hungary,HUL,Haas F1 Team,10.0,0,0,9.0,85.97563235294118,29.766,30.201,23.531,36.0,330.0,6661.461403456585,9.0,24.0,0.0
2023,Hungary,LEC,Ferrari,2.0,0,0,206.0,84.96555072463768,29.834,28.973,22.955,31.0,333.0,6660.04625635839,190.33333333333334,976.5,159.0
2023,Hungary,MAG,Haas F1 Team,,0,0,3.0,86.4000294117647,29.952,29.949,23.714,33.0,323.0,4087.3112115893755,3.0,33.0,0.0
2023,Hungary,NOR,McLaren,7.0,0,0,205.0,84.52846376811594,29.674,29.2,23.044,29.0,312.0,6676.4440610405445,190.0,719.0,160.0
2023,Hungary,OCO,Alpine,,0,0,58.0,101.181,32.666,34.912,25.512,5.0,318.0,1575.7528631347236,63.333333333333336,302.0,74.0
2023,Hungary,PER,Red Bull Racing,5.0,0,1,285.0,84.53868115942029,29.693,29.283,23.016,31.0,339.0,6529.4551268703335,253.33333333333334,2115.5,190.0
2023,Hungary,PIA,McLaren,8.0,0,0,97.0,84.96408695652174,29.828,29.448,23.349,31.0,323.0,6659.681871345029,97.0,809.0,0.0
2023,Hungary,RIC,AlphaTauri,,0,0,6.0,85.68785294117647,30.024,29.981,23.527,43.0,327.0,6659.681871345029,78.66666666666667,72.0,115.0
2023,Hungary,RUS,Mercedes,3.0,0,0,175.0,84.90488405797102,29.668,29.269,22.82,28.0,326.0,6543.401169590643,122.0,1052.0,16.0
2023,Hungary,SAI,Ferrari,4.0,0,0,200.0,85.04236231884057,29.763,29.378,23.271,29.0,331.0,6673.738731443995,188.16666666666666,1018.0,164.5
2023,Hungary,SAR,Williams,,0,0,1.0,86.23933333333333,30.092,29.788,23.288,33.0,332.0,6489.787518219949,1.0,83.0,0.0
2023,Hungary,STR,Aston Martin,,0,0,74.0,85.42858823529411,29.877,29.605,23.535,39.0,334.0,6568.007496207276,60.666666666666664,766.0,34.0
2023,Hungary,TSU,AlphaTauri,,0,0,17.0,85.96098529411765,29.995,29.774,23.425,38.0,331.0,6613.327780587203,22.0,46.0,32.0
